zone_id,zone_name,day_index,day_type,is_weekend,weather_condition,temperature_c,hour,time_period,is_peak_hour,zone_type,ev_count_estimate,traffic_score,traffic_score_hourly,existing_chargers,charger_utilization_proxy,demand_growth_rate,transformer_capacity_kw,base_grid_load_kw,synthetic_ev_load_kw,synthetic_total_load_kw,synthetic_load_ratio,synthetic_risk_level
Z001,Whitefield,1,Weekday,False,Hot,31.92,13,Day,False,mixed,4770,90,84.17,2,0.341,0.324,1307,823.11,534.0,1357.11,1.038,Critical
Z001,Whitefield,1,Weekday,False,Hot,31.92,14,Day,False,mixed,4770,90,88.9,2,0.341,0.324,1307,710.55,580.62,1291.17,0.988,High
Z001,Whitefield,1,Weekday,False,Hot,31.92,15,Day,False,mixed,4770,90,83.27,2,0.341,0.324,1307,820.45,569.47,1389.93,1.063,Critical
Z001,Whitefield,1,Weekday,False,Hot,31.92,16,Day,False,mixed,4770,90,92.84,2,0.341,0.324,1307,742.56,445.21,1187.77,0.909,High
Z001,Whitefield,1,Weekday,False,Hot,31.92,17,Evening Peak,True,mixed,4770,90,100.0,2,0.341,0.324,1307,878.56,871.46,1750.02,1.339,Critical
Z001,Whitefield,1,Weekday,False,Hot,31.92,18,Evening Peak,True,mixed,4770,90,100.0,2,0.341,0.324,1307,856.1,723.06,1579.17,1.208,Critical
Z001,Whitefield,1,Weekday,False,Hot,31.92,19,Evening Peak,True,mixed,4770,90,100.0,2,0.341,0.324,1307,944.87,826.76,1771.63,1.355,Critical
Z001,Whitefield,1,Weekday,False,Hot,31.92,20,Evening Peak,True,mixed,4770,90,100.0,2,0.341,0.324,1307,835.89,581.64,1417.54,1.085,Critical
Z001,Whitefield,1,Weekday,False,Hot,31.92,21,Evening Peak,True,mixed,4770,90,100.0,2,0.341,0.324,1307,887.99,662.39,1550.38,1.186,Critical
Z001,Whitefield,1,Weekday,False,Hot,31.92,22,Evening Peak,True,mixed,4770,90,100.0,2,0.341,0.324,1307,929.4,749.46,1678.86,1.285,Critical
Z001,Whitefield,1,Weekday,False,Hot,31.92,23,Late Night,False,mixed,4770,90,63.11,2,0.341,0.324,1307,649.77,322.36,972.14,0.744,Low
Z002,Indiranagar,1,Weekday,False,Hot,31.92,0,Night,False,residential,6123,85,41.46,4,0.219,0.284,1597,782.55,356.63,1139.18,0.713,Low
Z002,Indiranagar,1,Weekday,False,Hot,31.92,1,Night,False,residential,6123,85,45.24,4,0.219,0.284,1597,784.06,342.63,1126.69,0.706,Low
Z002,Indiranagar,1,Weekday,False,Hot,31.92,2,Night,False,residential,6123,85,43.02,4,0.219,0.284,1597,639.78,247.15,886.93,0.555,Low
Z002,Indiranagar,1,Weekday,False,Hot,31.92,3,Night,False,residential,6123,85,50.11,4,0.219,0.284,1597,625.31,272.96,898.27,0.562,Low
Z002,Indiranagar,1,Weekday,False,Hot,31.92,4,Night,False,residential,6123,85,44.37,4,0.219,0.284,1597,760.76,338.9,1099.66,0.689,Low
Z002,Indiranagar,1,Weekday,False,Hot,31.92,5,Night,False,residential,6123,85,47.68,4,0.219,0.284,1597,713.29,313.92,1027.21,0.643,Low
Z002,Indiranagar,1,Weekday,False,Hot,31.92,6,Morning,False,residential,6123,85,89.41,4,0.219,0.284,1597,884.35,351.58,1235.92,0.774,Medium
Z002,Indiranagar,1,Weekday,False,Hot,31.92,7,Morning,False,residential,6123,85,96.84,4,0.219,0.284,1597,823.08,373.78,1196.86,0.749,Low
Z002,Indiranagar,1,Weekday,False,Hot,31.92,8,Morning,False,residential,6123,85,90.94,4,0.219,0.284,1597,999.37,436.61,1435.98,0.899,Medium
Z002,Indiranagar,1,Weekday,False,Hot,31.92,9,Morning,False,residential,6123,85,96.04,4,0.219,0.284,1597,795.59,515.67,1311.26,0.821,Medium
Z002,Indiranagar,1,Weekday,False,Hot,31.92,10,Day,False,residential,6123,85,86.25,4,0.219,0.284,1597,864.03,362.02,1226.05,0.768,Medium
Z002,Indiranagar,1,Weekday,False,Hot,31.92,11,Day,False,residential,6123,85,86.66,4,0.219,0.284,1597,965.26,349.82,1315.08,0.823,Medium
Z002,Indiranagar,1,Weekday,False,Hot,31.92,12,Day,False,residential,6123,85,81.75,4,0.219,0.284,1597,954.69,328.62,1283.31,0.804,Medium
Z002,Indiranagar,1,Weekday,False,Hot,31.92,13,Day,False,residential,6123,85,89.26,4,0.219,0.284,1597,1032.42,310.26,1342.68,0.841,Medium
Z002,Indiranagar,1,Weekday,False,Hot,31.92,14,Day,False,residential,6123,85,78.3,4,0.219,0.284,1597,986.07,328.3,1314.37,0.823,Medium
Z002,Indiranagar,1,Weekday,False,Hot,31.92,15,Day,False,residential,6123,85,92.07,4,0.219,0.284,1597,1006.03,321.42,1327.45,0.831,Medium
Z002,Indiranagar,1,Weekday,False,Hot,31.92,16,Day,False,residential,6123,85,80.26,4,0.219,0.284,1597,854.65,361.44,1216.09,0.761,Medium
Z002,Indiranagar,1,Weekday,False,Hot,31.92,17,Evening Peak,True,residential,6123,85,100.0,4,0.219,0.284,1597,1162.98,985.71,2148.69,1.345,Critical
Z002,Indiranagar,1,Weekday,False,Hot,31.92,18,Evening Peak,True,residential,6123,85,100.0,4,0.219,0.284,1597,1099.52,957.71,2057.23,1.288,Critical
Z002,Indiranagar,1,Weekday,False,Hot,31.92,19,Evening Peak,True,residential,6123,85,100.0,4,0.219,0.284,1597,997.77,1040.88,2038.65,1.277,Critical
Z002,Indiranagar,1,Weekday,False,Hot,31.92,20,Evening Peak,True,residential,6123,85,100.0,4,0.219,0.284,1597,1150.07,1220.81,2370.88,1.485,Critical
Z002,Indiranagar,1,Weekday,False,Hot,31.92,21,Evening Peak,True,residential,6123,85,100.0,4,0.219,0.284,1597,1056.43,1137.25,2193.67,1.374,Critical
Z002,Indiranagar,1,Weekday,False,Hot,31.92,22,Evening Peak,True,residential,6123,85,100.0,4,0.219,0.284,1597,1008.5,1069.9,2078.39,1.301,Critical
Z002,Indiranagar,1,Weekday,False,Hot,31.92,23,Late Night,False,residential,6123,85,56.3,4,0.219,0.284,1597,722.87,459.29,1182.16,0.74,Low
Z003,Koramangala,1,Weekday,False,Hot,31.92,0,Night,False,mixed,4428,88,47.68,0,0.633,0.317,1832,788.03,215.96,1003.99,0.548,Low
Z003,Koramangala,1,Weekday,False,Hot,31.92,1,Night,False,mixed,4428,88,54.02,0,0.633,0.317,1832,822.48,246.39,1068.88,0.583,Low
Z003,Koramangala,1,Weekday,False,Hot,31.92,2,Night,False,mixed,4428,88,48.38,0,0.633,0.317,1832,778.73,133.24,911.97,0.498,Low
Z003,Koramangala,1,Weekday,False,Hot,31.92,3,Night,False,mixed,4428,88,48.76,0,0.633,0.317,1832,919.06,151.02,1070.08,0.584,Low
Z003,Koramangala,1,Weekday,False,Hot,31.92,4,Night,False,mixed,4428,88,45.03,0,0.633,0.317,1832,893.68,163.97,1057.64,0.577,Low
Z003,Koramangala,1,Weekday,False,Hot,31.92,5,Night,False,mixed,4428,88,52.06,0,0.633,0.317,1832,935.18,146.39,1081.57,0.59,Low
Z003,Koramangala,1,Weekday,False,Hot,31.92,6,Morning,False,mixed,4428,88,98.75,0,0.633,0.317,1832,1117.83,371.89,1489.71,0.813,Medium
Z003,Koramangala,1,Weekday,False,Hot,31.92,7,Morning,False,mixed,4428,88,98.95,0,0.633,0.317,1832,1277.87,391.14,1669.01,0.911,High
Z003,Koramangala,1,Weekday,False,Hot,31.92,8,Morning,False,mixed,4428,88,95.9,0,0.633,0.317,1832,1163.03,391.45,1554.48,0.849,Medium
Z003,Koramangala,1,Weekday,False,Hot,31.92,9,Morning,False,mixed,4428,88,97.16,0,0.633,0.317,1832,1124.0,463.33,1587.33,0.866,Medium
Z003,Koramangala,1,Weekday,False,Hot,31.92,10,Day,False,mixed,4428,88,84.59,0,0.633,0.317,1832,1286.97,510.5,1797.46,0.981,High
Z003,Koramangala,1,Weekday,False,Hot,31.92,11,Day,False,mixed,4428,88,89.26,0,0.633,0.317,1832,1104.19,595.44,1699.63,0.928,High
Z003,Koramangala,1,Weekday,False,Hot,31.92,12,Day,False,mixed,4428,88,79.41,0,0.633,0.317,1832,1215.04,535.34,1750.38,0.955,High
Z003,Koramangala,1,Weekday,False,Hot,31.92,13,Day,False,mixed,4428,88,96.84,0,0.633,0.317,1832,1183.97,488.43,1672.4,0.913,High
Z003,Koramangala,1,Weekday,False,Hot,31.92,14,Day,False,mixed,4428,88,87.62,0,0.633,0.317,1832,1303.56,478.5,1782.06,0.973,High
Z003,Koramangala,1,Weekday,False,Hot,31.92,15,Day,False,mixed,4428,88,82.85,0,0.633,0.317,1832,1271.63,530.25,1801.88,0.984,High
Z003,Koramangala,1,Weekday,False,Hot,31.92,16,Day,False,mixed,4428,88,83.31,0,0.633,0.317,1832,1231.78,444.35,1676.13,0.915,High
Z003,Koramangala,1,Weekday,False,Hot,31.92,17,Evening Peak,True,mixed,4428,88,100.0,0,0.633,0.317,1832,1294.29,823.2,2117.49,1.156,Critical
Z003,Koramangala,1,Weekday,False,Hot,31.92,18,Evening Peak,True,mixed,4428,88,100.0,0,0.633,0.317,1832,1296.97,563.45,1860.42,1.016,Critical
Z003,Koramangala,1,Weekday,False,Hot,31.92,19,Evening Peak,True,mixed,4428,88,100.0,0,0.633,0.317,1832,1302.75,587.47,1890.22,1.032,Critical
Z003,Koramangala,1,Weekday,False,Hot,31.92,20,Evening Peak,True,mixed,4428,88,100.0,0,0.633,0.317,1832,1362.94,666.35,2029.29,1.108,Critical
Z003,Koramangala,1,Weekday,False,Hot,31.92,21,Evening Peak,True,mixed,4428,88,100.0,0,0.633,0.317,1832,1488.68,553.64,2042.32,1.115,Critical
Z003,Koramangala,1,Weekday,False,Hot,31.92,22,Evening Peak,True,mixed,4428,88,100.0,0,0.633,0.317,1832,1323.29,739.53,2062.83,1.126,Critical
Z003,Koramangala,1,Weekday,False,Hot,31.92,23,Late Night,False,mixed,4428,88,60.31,0,0.633,0.317,1832,949.69,313.63,1263.32,0.69,Low
Z004,Electronic City,1,Weekday,False,Hot,31.92,0,Night,False,industrial,3249,82,49.86,2,0.232,0.359,3166,1158.68,219.9,1378.57,0.435,Low
Z004,Electronic City,1,Weekday,False,Hot,31.92,1,Night,False,industrial,3249,82,48.81,2,0.232,0.359,3166,1502.1,246.24,1748.35,0.552,Low
Z004,Electronic City,1,Weekday,False,Hot,31.92,2,Night,False,industrial,3249,82,46.15,2,0.232,0.359,3166,1397.07,202.5,1599.57,0.505,Low
Z004,Electronic City,1,Weekday,False,Hot,31.92,3,Night,False,industrial,3249,82,44.09,2,0.232,0.359,3166,1345.29,218.22,1563.51,0.494,Low
Z004,Electronic City,1,Weekday,False,Hot,31.92,4,Night,False,industrial,3249,82,44.15,2,0.232,0.359,3166,1395.89,148.04,1543.94,0.488,Low
Z004,Electronic City,1,Weekday,False,Hot,31.92,5,Night,False,industrial,3249,82,38.07,2,0.232,0.359,3166,1306.0,145.29,1451.29,0.458,Low
Z004,Electronic City,1,Weekday,False,Hot,31.92,6,Morning,False,industrial,3249,82,93.66,2,0.232,0.359,3166,1685.63,580.49,2266.12,0.716,Low
Z004,Electronic City,1,Weekday,False,Hot,31.92,7,Morning,False,industrial,3249,82,88.86,2,0.232,0.359,3166,1959.28,689.75,2649.03,0.837,Medium
Z004,Electronic City,1,Weekday,False,Hot,31.92,8,Morning,False,industrial,3249,82,94.91,2,0.232,0.359,3166,1777.21,702.29,2479.5,0.783,Medium
Z004,Electronic City,1,Weekday,False,Hot,31.92,9,Morning,False,industrial,3249,82,93.51,2,0.232,0.359,3166,1776.01,613.52,2389.53,0.755,Medium
Z004,Electronic City,1,Weekday,False,Hot,31.92,10,Day,False,industrial,3249,82,85.96,2,0.232,0.359,3166,1733.21,417.04,2150.26,0.679,Low
Z004,Electronic City,1,Weekday,False,Hot,31.92,11,Day,False,industrial,3249,82,82.28,2,0.232,0.359,3166,1899.53,327.48,2227.0,0.703,Low
Z004,Electronic City,1,Weekday,False,Hot,31.92,12,Day,False,industrial,3249,82,84.92,2,0.232,0.359,3166,2029.34,345.9,2375.24,0.75,Medium
Z004,Electronic City,1,Weekday,False,Hot,31.92,13,Day,False,industrial,3249,82,79.93,2,0.232,0.359,3166,1891.17,416.26,2307.43,0.729,Low
Z004,Electronic City,1,Weekday,False,Hot,31.92,14,Day,False,industrial,3249,82,77.95,2,0.232,0.359,3166,1753.79,354.75,2108.54,0.666,Low
Z004,Electronic City,1,Weekday,False,Hot,31.92,15,Day,False,industrial,3249,82,83.25,2,0.232,0.359,3166,1879.57,377.62,2257.19,0.713,Low
Z004,Electronic City,1,Weekday,False,Hot,31.92,16,Day,False,industrial,3249,82,83.22,2,0.232,0.359,3166,1959.9,407.35,2367.24,0.748,Low
Z004,Electronic City,1,Weekday,False,Hot,31.92,17,Evening Peak,True,industrial,3249,82,91.79,2,0.232,0.359,3166,2319.78,435.72,2755.5,0.87,Medium
Z004,Electronic City,1,Weekday,False,Hot,31.92,18,Evening Peak,True,industrial,3249,82,100.0,2,0.232,0.359,3166,2204.4,559.05,2763.45,0.873,Medium
Z004,Electronic City,1,Weekday,False,Hot,31.92,19,Evening Peak,True,industrial,3249,82,100.0,2,0.232,0.359,3166,2067.56,671.99,2739.55,0.865,Medium
Z004,Electronic City,1,Weekday,False,Hot,31.92,20,Evening Peak,True,industrial,3249,82,100.0,2,0.232,0.359,3166,2080.46,493.15,2573.6,0.813,Medium
Z004,Electronic City,1,Weekday,False,Hot,31.92,21,Evening Peak,True,industrial,3249,82,100.0,2,0.232,0.359,3166,2321.84,536.1,2857.94,0.903,High
Z004,Electronic City,1,Weekday,False,Hot,31.92,22,Evening Peak,True,industrial,3249,82,100.0,2,0.232,0.359,3166,2160.14,682.46,2842.6,0.898,Medium
Z004,Electronic City,1,Weekday,False,Hot,31.92,23,Late Night,False,industrial,3249,82,62.42,2,0.232,0.359,3166,1459.32,291.11,1750.44,0.553,Low
Z005,MG Road,1,Weekday,False,Hot,31.92,0,Night,False,commercial,3921,92,53.97,2,0.28,0.19,2000,945.19,150.93,1096.13,0.548,Low
Z005,MG Road,1,Weekday,False,Hot,31.92,1,Night,False,commercial,3921,92,42.59,2,0.28,0.19,2000,1096.4,119.07,1215.47,0.608,Low
Z005,MG Road,1,Weekday,False,Hot,31.92,2,Night,False,commercial,3921,92,55.84,2,0.28,0.19,2000,1172.72,98.87,1271.59,0.636,Low
Z005,MG Road,1,Weekday,False,Hot,31.92,3,Night,False,commercial,3921,92,47.42,2,0.28,0.19,2000,1004.24,155.52,1159.76,0.58,Low
Z005,MG Road,1,Weekday,False,Hot,31.92,4,Night,False,commercial,3921,92,44.95,2,0.28,0.19,2000,1227.97,141.0,1368.96,0.684,Low
Z005,MG Road,1,Weekday,False,Hot,31.92,5,Night,False,commercial,3921,92,52.44,2,0.28,0.19,2000,941.31,163.99,1105.3,0.553,Low
Z005,MG Road,1,Weekday,False,Hot,31.92,6,Morning,False,commercial,3921,92,100.0,2,0.28,0.19,2000,1260.68,351.06,1611.74,0.806,Medium
Z005,MG Road,1,Weekday,False,Hot,31.92,7,Morning,False,commercial,3921,92,98.38,2,0.28,0.19,2000,1279.14,342.48,1621.61,0.811,Medium
Z005,MG Road,1,Weekday,False,Hot,31.92,8,Morning,False,commercial,3921,92,99.63,2,0.28,0.19,2000,1459.35,246.57,1705.92,0.853,Medium
Z005,MG Road,1,Weekday,False,Hot,31.92,9,Morning,False,commercial,3921,92,100.0,2,0.28,0.19,2000,1441.67,349.39,1791.07,0.896,Medium
Z005,MG Road,1,Weekday,False,Hot,31.92,10,Day,False,commercial,3921,92,82.67,2,0.28,0.19,2000,1335.12,699.47,2034.59,1.017,Critical
Z005,MG Road,1,Weekday,False,Hot,31.92,11,Day,False,commercial,3921,92,92.79,2,0.28,0.19,2000,1541.4,656.54,2197.94,1.099,Critical
Z005,MG Road,1,Weekday,False,Hot,31.92,12,Day,False,commercial,3921,92,88.92,2,0.28,0.19,2000,1356.91,620.94,1977.84,0.989,High
Z005,MG Road,1,Weekday,False,Hot,31.92,13,Day,False,commercial,3921,92,92.37,2,0.28,0.19,2000,1590.65,533.7,2124.35,1.062,Critical
Z005,MG Road,1,Weekday,False,Hot,31.92,14,Day,False,commercial,3921,92,88.45,2,0.28,0.19,2000,1403.85,694.47,2098.31,1.049,Critical
Z005,MG Road,1,Weekday,False,Hot,31.92,15,Day,False,commercial,3921,92,86.47,2,0.28,0.19,2000,1334.24,588.03,1922.27,0.961,High
Z005,MG Road,1,Weekday,False,Hot,31.92,16,Day,False,commercial,3921,92,91.48,2,0.28,0.19,2000,1545.08,493.45,2038.54,1.019,Critical
Z005,MG Road,1,Weekday,False,Hot,31.92,17,Evening Peak,True,commercial,3921,92,100.0,2,0.28,0.19,2000,1865.92,405.14,2271.06,1.136,Critical
Z005,MG Road,1,Weekday,False,Hot,31.92,18,Evening Peak,True,commercial,3921,92,100.0,2,0.28,0.19,2000,1728.76,360.63,2089.4,1.045,Critical
Z005,MG Road,1,Weekday,False,Hot,31.92,19,Evening Peak,True,commercial,3921,92,100.0,2,0.28,0.19,2000,1730.65,437.41,2168.05,1.084,Critical
Z005,MG Road,1,Weekday,False,Hot,31.92,20,Evening Peak,True,commercial,3921,92,100.0,2,0.28,0.19,2000,1586.1,393.75,1979.85,0.99,High
Z005,MG Road,1,Weekday,False,Hot,31.92,21,Evening Peak,True,commercial,3921,92,100.0,2,0.28,0.19,2000,1576.27,329.47,1905.74,0.953,High
Z005,MG Road,1,Weekday,False,Hot,31.92,22,Evening Peak,True,commercial,3921,92,100.0,2,0.28,0.19,2000,1680.14,422.24,2102.37,1.051,Critical
Z005,MG Road,1,Weekday,False,Hot,31.92,23,Late Night,False,commercial,3921,92,67.5,2,0.28,0.19,2000,1172.97,153.94,1326.91,0.663,Low
Z006,Jayanagar,1,Weekday,False,Hot,31.92,0,Night,False,residential,5653,75,36.78,7,0.115,0.23,1234,475.97,265.17,741.15,0.601,Low
Z006,Jayanagar,1,Weekday,False,Hot,31.92,1,Night,False,residential,5653,75,45.67,7,0.115,0.23,1234,565.42,301.66,867.08,0.703,Low
Z006,Jayanagar,1,Weekday,False,Hot,31.92,2,Night,False,residential,5653,75,40.11,7,0.115,0.23,1234,578.76,264.6,843.36,0.683,Low
Z006,Jayanagar,1,Weekday,False,Hot,31.92,3,Night,False,residential,5653,75,45.51,7,0.115,0.23,1234,541.9,296.66,838.56,0.68,Low
Z006,Jayanagar,1,Weekday,False,Hot,31.92,4,Night,False,residential,5653,75,42.14,7,0.115,0.23,1234,592.81,352.54,945.36,0.766,Medium
Z006,Jayanagar,1,Weekday,False,Hot,31.92,5,Night,False,residential,5653,75,41.02,7,0.115,0.23,1234,556.72,313.7,870.42,0.705,Low
Z006,Jayanagar,1,Weekday,False,Hot,31.92,6,Morning,False,residential,5653,75,79.09,7,0.115,0.23,1234,726.61,325.25,1051.87,0.852,Medium
Z006,Jayanagar,1,Weekday,False,Hot,31.92,7,Morning,False,residential,5653,75,86.84,7,0.115,0.23,1234,646.83,370.82,1017.65,0.825,Medium
Z006,Jayanagar,1,Weekday,False,Hot,31.92,8,Morning,False,residential,5653,75,81.27,7,0.115,0.23,1234,693.82,419.67,1113.49,0.902,High
Z006,Jayanagar,1,Weekday,False,Hot,31.92,9,Morning,False,residential,5653,75,74.54,7,0.115,0.23,1234,792.54,363.47,1156.01,0.937,High
Z006,Jayanagar,1,Weekday,False,Hot,31.92,10,Day,False,residential,5653,75,72.12,7,0.115,0.23,1234,702.16,338.79,1040.95,0.844,Medium
Z006,Jayanagar,1,Weekday,False,Hot,31.92,11,Day,False,residential,5653,75,84.68,7,0.115,0.23,1234,810.96,330.74,1141.7,0.925,High
Z006,Jayanagar,1,Weekday,False,Hot,31.92,12,Day,False,residential,5653,75,68.76,7,0.115,0.23,1234,746.88,335.88,1082.76,0.877,Medium
Z006,Jayanagar,1,Weekday,False,Hot,31.92,13,Day,False,residential,5653,75,78.16,7,0.115,0.23,1234,769.76,281.35,1051.12,0.852,Medium
Z006,Jayanagar,1,Weekday,False,Hot,31.92,14,Day,False,residential,5653,75,78.59,7,0.115,0.23,1234,847.15,371.25,1218.4,0.987,High
Z006,Jayanagar,1,Weekday,False,Hot,31.92,15,Day,False,residential,5653,75,80.34,7,0.115,0.23,1234,705.81,335.79,1041.6,0.844,Medium
Z006,Jayanagar,1,Weekday,False,Hot,31.92,16,Day,False,residential,5653,75,80.82,7,0.115,0.23,1234,808.16,337.37,1145.52,0.928,High
Z006,Jayanagar,1,Weekday,False,Hot,31.92,17,Evening Peak,True,residential,5653,75,90.05,7,0.115,0.23,1234,827.44,1041.33,1868.77,1.514,Critical
Z006,Jayanagar,1,Weekday,False,Hot,31.92,18,Evening Peak,True,residential,5653,75,85.24,7,0.115,0.23,1234,846.82,945.69,1792.51,1.453,Critical
Z006,Jayanagar,1,Weekday,False,Hot,31.92,19,Evening Peak,True,residential,5653,75,81.92,7,0.115,0.23,1234,810.56,871.95,1682.51,1.363,Critical
Z006,Jayanagar,1,Weekday,False,Hot,31.92,20,Evening Peak,True,residential,5653,75,92.49,7,0.115,0.23,1234,909.07,1057.96,1967.03,1.594,Critical
Z006,Jayanagar,1,Weekday,False,Hot,31.92,21,Evening Peak,True,residential,5653,75,92.31,7,0.115,0.23,1234,859.81,952.29,1812.11,1.468,Critical
Z006,Jayanagar,1,Weekday,False,Hot,31.92,22,Evening Peak,True,residential,5653,75,93.04,7,0.115,0.23,1234,880.03,1110.85,1990.88,1.613,Critical
Z006,Jayanagar,1,Weekday,False,Hot,31.92,23,Late Night,False,residential,5653,75,53.65,7,0.115,0.23,1234,683.65,524.95,1208.6,0.979,High
Z007,Hebbal,1,Weekday,False,Hot,31.92,0,Night,False,mixed,6348,95,47.27,1,0.907,0.299,1741,776.44,231.65,1008.09,0.579,Low
Z007,Hebbal,1,Weekday,False,Hot,31.92,1,Night,False,mixed,6348,95,51.97,1,0.907,0.299,1741,874.41,251.23,1125.64,0.647,Low
Z007,Hebbal,1,Weekday,False,Hot,31.92,2,Night,False,mixed,6348,95,55.85,1,0.907,0.299,1741,704.53,185.56,890.09,0.511,Low
Z007,Hebbal,1,Weekday,False,Hot,31.92,3,Night,False,mixed,6348,95,54.44,1,0.907,0.299,1741,731.67,242.86,974.52,0.56,Low
Z007,Hebbal,1,Weekday,False,Hot,31.92,4,Night,False,mixed,6348,95,53.3,1,0.907,0.299,1741,824.25,280.09,1104.33,0.634,Low
Z007,Hebbal,1,Weekday,False,Hot,31.92,5,Night,False,mixed,6348,95,57.59,1,0.907,0.299,1741,771.45,300.96,1072.41,0.616,Low
Z007,Hebbal,1,Weekday,False,Hot,31.92,6,Morning,False,mixed,6348,95,94.86,1,0.907,0.299,1741,1139.73,540.21,1679.94,0.965,High
Z007,Hebbal,1,Weekday,False,Hot,31.92,7,Morning,False,mixed,6348,95,100.0,1,0.907,0.299,1741,1080.79,472.12,1552.91,0.892,Medium
Z007,Hebbal,1,Weekday,False,Hot,31.92,8,Morning,False,mixed,6348,95,100.0,1,0.907,0.299,1741,1141.41,539.67,1681.09,0.966,High
Z007,Hebbal,1,Weekday,False,Hot,31.92,9,Morning,False,mixed,6348,95,100.0,1,0.907,0.299,1741,1085.28,432.02,1517.3,0.872,Medium
Z007,Hebbal,1,Weekday,False,Hot,31.92,10,Day,False,mixed,6348,95,89.88,1,0.907,0.299,1741,1139.56,645.75,1785.31,1.025,Critical
Z007,Hebbal,1,Weekday,False,Hot,31.92,11,Day,False,mixed,6348,95,95.97,1,0.907,0.299,1741,1186.51,621.04,1807.55,1.038,Critical
Z007,Hebbal,1,Weekday,False,Hot,31.92,12,Day,False,mixed,6348,95,100.0,1,0.907,0.299,1741,1087.62,741.33,1828.95,1.051,Critical
Z007,Hebbal,1,Weekday,False,Hot,31.92,13,Day,False,mixed,6348,95,98.05,1,0.907,0.299,1741,966.25,557.41,1523.66,0.875,Medium
Z007,Hebbal,1,Weekday,False,Hot,31.92,14,Day,False,mixed,6348,95,90.86,1,0.907,0.299,1741,1115.68,687.44,1803.11,1.036,Critical
Z007,Hebbal,1,Weekday,False,Hot,31.92,15,Day,False,mixed,6348,95,91.77,1,0.907,0.299,1741,1130.69,646.98,1777.67,1.021,Critical
Z007,Hebbal,1,Weekday,False,Hot,31.92,16,Day,False,mixed,6348,95,92.54,1,0.907,0.299,1741,1103.17,657.55,1760.72,1.011,Critical
Z007,Hebbal,1,Weekday,False,Hot,31.92,17,Evening Peak,True,mixed,6348,95,100.0,1,0.907,0.299,1741,1282.95,676.09,1959.04,1.125,Critical
Z007,Hebbal,1,Weekday,False,Hot,31.92,18,Evening Peak,True,mixed,6348,95,100.0,1,0.907,0.299,1741,1281.56,799.94,2081.49,1.196,Critical
Z007,Hebbal,1,Weekday,False,Hot,31.92,19,Evening Peak,True,mixed,6348,95,100.0,1,0.907,0.299,1741,1326.03,797.86,2123.89,1.22,Critical
Z007,Hebbal,1,Weekday,False,Hot,31.92,20,Evening Peak,True,mixed,6348,95,100.0,1,0.907,0.299,1741,1184.46,974.13,2158.59,1.24,Critical
Z007,Hebbal,1,Weekday,False,Hot,31.92,21,Evening Peak,True,mixed,6348,95,100.0,1,0.907,0.299,1741,1200.88,987.83,2188.7,1.257,Critical
